nombreh_id,p_comentario,p_fecha_comen,p_puntuacion,p_pais_de_origen
Cosmos Chill - Suite con jacuzzi y acuario,Wonderful,2022-05-01,4.5,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,"la habitación es amplia y tiene buena iluminación, no hace frío, muy colorida",2022-05-01,5.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,las instalaciones,2022-05-01,5.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,Wonderful,2022-04-01,4.5,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,"everything
estuvo increíble y pidan desayuno
 The acomodación",2022-04-01,5.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,Exceptional,2022-04-01,5.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,Exceptional,2022-03-01,5.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,Exceptional,2022-03-01,5.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,Very Good,2022-02-01,4.0,Ecuador
Cosmos Chill - Suite con jacuzzi y acuario,"Clean and beautifully decorated room. Large candelit bath (unused) and very nice hot shower. Large and comfortable bed. Perfect WiFi. Area felt very safe. Really well located next to the two best parks (with amazing topiary) we saw in all of Ambato. The atmosphere on Sundays is particularly great. Just a 20 minute walk into central Ambato. Hosts are charming too. We would not consider staying anywhere else in Ambato.
Exceptional
 Nothing",2022-03-01,5.0,United Kingdom
Jardines Ambato,"El servicio del personal muy bueno, al igual que las habitaciones muy limpias.",2022-12-01,5.0,Ecuador
Jardines Ambato,"los árboles, y el diseño de la peque suit la cama, hay que cambiarla",2022-12-01,4.0,Ecuador
Jardines Ambato,Exceptional,2022-12-01,5.0,Ecuador
Jardines Ambato,"La infraestructura, los acabados, limpieza, comodidad. La ubicación del lugar. Todo nuevo. La desconfianza del dueño. Considero que tener la aplicación es un respaldo para él y para mí cómo usuario.",2022-12-01,4.5,Ecuador
Jardines Ambato,Wonderful,2022-10-01,4.5,United States of America
Jardines Ambato,Exceptional,2022-11-01,5.0,Ecuador
Jardines Ambato,Exceptional,2022-11-01,5.0,Ecuador
Jardines Ambato,Exceptional,2022-11-01,5.0,Ecuador
Jardines Ambato,"La gentillesse du personnel ! Il nous a aidé à régler un conflit avec un taximan malintentionné, encore merci !",2022-11-01,4.5,Belgium
Jardines Ambato,Very Good,2022-11-01,4.0,Ecuador
Jardines Ambato,Exceptional,2022-11-01,5.0,Ecuador
Jardines Ambato,Exceptional,2022-11-01,5.0,Ecuador
Jardines Ambato,Me encanto es muy cómodo y puedes estar en confianza para mí cumplió todas mis expectativas.😌,2022-11-01,5.0,Ecuador
Jardines Ambato,Wonderful,2022-10-01,4.5,Ecuador
Jardines Ambato,Very Good,2022-10-01,4.0,Ecuador
Jardines Ambato,Su hospitalidad,2022-10-01,5.0,Ecuador
Jardines Ambato,Wonderful,2022-10-01,4.5,Spain
Jardines Ambato,Exceptional,2022-10-01,5.0,Ecuador
Jardines Ambato,"Tutto 
Bel posto
Bel giardino
Acqua calda
Piccola cucina
Terrazza",2022-10-01,5.0,Switzerland
Jardines Ambato,La tranquilidad del lugar y la amabilidad del personal. El lugar es como un apartaestudio y tienes a tu disponibilidad espacio y privacidad.,2022-10-01,5.0,Colombia
Hotel Emperador,"nada habitaciones viejas, sin ventilación, no vale lo que cuesta, no hay dónde parquear",2022-11-01,1.5,Ecuador
Hotel Emperador,Very Good,2022-11-01,4.0,Ecuador
Hotel Emperador,Exceptional,2022-10-01,5.0,Ecuador
Hotel Emperador,Exceptional,2022-11-01,5.0,United States of America
Hotel Emperador,"Todo estuvo chevere, aunque un poco dif[icil el parquearme para dejar las cosas, pero ellos me ayudaron nada",2022-10-01,5.0,Ecuador
Hotel Emperador,Wonderful,2022-10-01,4.5,Ecuador
Hotel Emperador,muy bueno el estacionbamiento de vehculo,2022-10-01,4.0,Ecuador
Hotel Emperador,Ubicación Olor en las habitaciones,2022-10-01,4.5,Ecuador
Hotel Emperador,La cama Mucho ruido,2022-10-01,4.0,Colombia
Hotel Emperador,"Que los cuartos son grandes, tienen cortinas blackcout. Que no haya parqueadero",2022-10-01,5.0,Ecuador
Hotel Emperador,Pleasant,2022-10-01,3.0,Ecuador
Hotel Emperador,Exceptional,2022-09-01,5.0,Ecuador
Hotel Emperador,Exceptional,2022-10-01,5.0,Ecuador
Hotel Emperador,Wonderful,2022-10-01,4.5,Ecuador
Hotel Emperador,"deben tener facilidades para los viajeros de negocios. Plancha, tabla de planchar. El tapon de la tina. Soy extranjera y me he hospedado en hoteles que si brindan esas facilidades.",2022-10-01,2.5,Panama
Hotel Emperador,"es un hotel confortable, antiguo pero bueno. sí volvería, lo mejor la atención del personal, excelente la piscina parece un cuarto de bodega, no tiene un buen ambiente, los vidrios que cubren se veían deteriorados y daba susto que se rompiese ya que estaban trizados, un poco descuidado ese sector. el agua super rica",2022-10-01,4.0,Ecuador
Hotel Emperador,"Atención cordial
Lipieza y segurida de habitación
Muy buen desayuno Baja Señal wifi  en algunas  habitaciones gracias",2022-09-01,4.0,Ecuador
Hotel Emperador,Good,2022-10-01,3.5,Ecuador
Hotel Emperador,Exceptional,2022-10-01,5.0,Ecuador
Hotel Emperador,La piscina y las habitaciones Que no tiene parqueadero en el hotel sino unas cuadras cerca eso fue una incomodidad,2022-10-01,3.5,Ecuador
Hotel Dubai Ambato,"Excelente atención del.personal, nos ayudaron todo el tiempo para cumplir de forma adecuada con el motivo de nuestra visita a Ambato El agua de la ducha tardaba en calentarse",2022-10-01,4.0,Ecuador
Hotel Dubai Ambato,Exceptional,2022-10-01,5.0,Ecuador
Hotel Dubai Ambato,"La habitación que me tocó estaba super amplia, el muy limpió. El ruido de los carros en la avenida por ratos era muy fuerte, y no dejaba a mi esposa.",2022-11-01,4.5,Ecuador
Hotel Dubai Ambato,"Desayuno de buena calidad , la limpieza y confort No se tiene sitios cerca para comer.",2022-09-01,4.5,Ecuador
Hotel Dubai Ambato,Exceptional,2022-08-01,5.0,Ecuador
Hotel Dubai Ambato,Ubicación Falta de comunicación entre el personal,2022-07-01,3.35,Ecuador
Hotel Dubai Ambato,Todo estuvo muy bien ---,2022-07-01,4.5,Ecuador
Hotel Dubai Ambato,"Excelente atención del.personal, nos ayudaron todo el tiempo para cumplir de forma adecuada con el motivo de nuestra visita a Ambato El agua de la ducha tardaba en calentarse",2022-10-01,4.0,Ecuador
Hotel Dubai Ambato,Exceptional,2022-10-01,5.0,Ecuador
Hotel Dubai Ambato,"La habitación que me tocó estaba super amplia, el muy limpió. El ruido de los carros en la avenida por ratos era muy fuerte, y no dejaba a mi esposa.",2022-11-01,4.5,Ecuador
Hotel Dubai Ambato,"Desayuno de buena calidad , la limpieza y confort No se tiene sitios cerca para comer.",2022-09-01,4.5,Ecuador
Hotel Dubai Ambato,Exceptional,2022-08-01,5.0,Ecuador
Hotel Dubai Ambato,Ubicación Falta de comunicación entre el personal,2022-07-01,3.35,Ecuador
Hotel Dubai Ambato,Todo estuvo muy bien ---,2022-07-01,4.5,Ecuador
Hotel Seny,"buena atención y el desayuno excelente, un poco fuera de lo normal",2022-12-01,5.0,Ecuador
Hotel Seny,Very Good,2022-11-01,4.0,Ecuador
Hotel Seny,La limpieza Que no tiene ascensor,2022-11-01,4.5,Ecuador
Hotel Seny,"Camas muy comodas y limpias, desayuno excelente Armario para dejar las cosas de viajero",2022-11-01,4.5,Ecuador
Hotel Seny,"Desayuno excelente y el hotel está cerca de todo, siempre busco hospedarme en el hotel",2022-10-01,5.0,Ecuador
Hotel Seny,Good,2022-11-01,3.5,Ecuador
Hotel Seny,"Chambre refaite à neuf ,au 3eme étage,sur ma demande,lit king,une table haute pour petits déjeuners au lit(!),vue sur la ville..Salle de bain design avec eau chaude aussi bien au lavabo qu à la douche .Bon petits dejeuners Pas de vrais table dans la chambre et le café soluble au petit dejeuner!",2022-11-01,4.5,France
Hotel Seny,Wonderful,2022-11-01,4.5,Ecuador
Hotel Seny,"Very clean and with hot water. Nice breakfast.
Wonderful
 The all white (wardrobe of the staff as well) made it seem like a bit of a stay at the hospital but I get the idea behind it.",2022-11-01,4.5,Switzerland
Hotel Seny,Tiene buena atención y limpieza Que no tiene teléfono en las habitaciones para comunicarse con resección,2022-11-01,4.5,United States of America
Hotel Seny,Exceptional,2022-11-01,5.0,Ecuador
Hotel Seny,El desayuno excelente El ruido en las habitaciones de la parte frontal no permitió un descanso placentero.,2022-11-01,4.0,Ecuador
Hotel Seny,Very Good,2022-11-01,4.0,Ecuador
Hotel Seny,"Todo del alojamiento me pareció Perfecto, buen internet, buenos baños con sus productos de limpieza, las camas súper cómodas y el cuarto caliente, casi que no hacía falta arroparse. Y el desayuno muy bueno y completo.",2022-11-01,5.0,Ecuador
Hotel Seny,Wonderful,2022-10-01,4.5,Ecuador
Hotel Seny,Very Good,2022-10-01,4.0,Ecuador
Hotel Seny,Very Good,2022-10-01,4.0,Ecuador
Hotel Seny,Pleasant,2022-10-01,3.0,Ecuador
Hotel Seny,"NO HAY ASCENSOR , ESTOY RECIEN OPERADO Y NO PODIA SUBIR LAS MALETAS, EL PERSONAL DE RECEPCION LO HIZO, PERO ATIENDEN UNICAMENTE MUJERES Y LES FUE UN POCO DIFICIL EL ACCESO A LAS ESCALERAS",2022-09-01,4.5,Ecuador
Hotel Seny,Very Good,2022-08-01,4.0,Peru
Hotel de la Peña,Wonderful,2022-12-01,4.5,Ecuador
Hotel de la Peña,Wonderful,2022-12-01,4.5,Ecuador
Hotel de la Peña,Soy de la costa y el calorcito de la habitación me agrado Los colches no estan ya en buen estado,2022-12-01,4.0,Ecuador
Hotel de la Peña,Pleasant,2022-12-01,3.0,Ecuador
Hotel de la Peña,las instalaciones no estaban mal falta de información poca seriedad mal trato al cliente,2022-11-01,1.0,Ecuador
Hotel de la Peña,"Todo realmente muy buen trato del personal, muy amables, tienen mucha hospitalidad, de seguro regresaría al hotel en un próximo viaje Faltó un espejo pero es algo sumamente sencillo del resto fue excelente",2022-11-01,5.0,Ecuador
Hotel de la Peña,Very Good,2022-11-01,4.0,Mexico
Hotel de la Peña,ruime kamer de douche was niet schoon,2022-10-01,4.0,Netherlands
Hotel de la Peña,Bad,2022-09-01,0.5,China
Hotel de la Peña,Nada Que no tiene puerta de entrada y pasan cerrado,2022-09-01,0.5,Ecuador
Hotel de la Peña,"Nothing to complain about
Wonderful
",2022-09-01,4.5,Russia
Hotel de la Peña,Exceptional,2022-08-01,5.0,Ecuador
Hotel de la Peña,La comodidad,2022-07-01,5.0,Ecuador
Hotel de la Peña,Very Good,2022-06-01,4.0,Ecuador
Hotel de la Peña,No hubo desayuno El garaje,2022-06-01,3.5,Ecuador
Hotel de la Peña,"Céntrico
Servicio de Cable
Personal atento La cama....fea Cama ubicada en medio de dos columnas, impedía el movimiento La habitación, en un piso muy elevado, para nosotros Hotel ubicado en zona de comerciantes....complicado acceso y salida.",2022-05-01,3.0,Ecuador
Hotel de la Peña,Very Good,2022-05-01,4.0,Ecuador
Hotel de la Peña,Wonderful,2022-04-01,4.5,Ecuador
Hotel de la Peña,Wonderful,2022-04-01,4.5,Denmark
Hotel de la Peña,Muy buena,2022-04-01,5.0,Ecuador
Hotel Golosone,Very Good,2022-11-01,4.0,Ecuador
Hotel Golosone,Pleasant,2022-12-01,3.0,Ecuador
Hotel Golosone,Ambiente agradable. Desayuno muy bueno. Cama y cobijas muy confortables. Limpieza a excelente. Un jarro del.desayuno.estaba con los bordes picados,2022-10-01,4.5,Ecuador
Hotel Golosone,Wonderful,2022-08-01,4.5,Ecuador
Hotel Golosone,desayuno bueno pero sobre todo la habitacion confortable nada,2022-07-01,4.5,Ecuador
Hotel Golosone,El desayuno perfecto. Mejorar el agua caliente en la ducha se enfriaba y calentaba,2022-07-01,4.5,Ecuador
Hotel Golosone,Very Good,2022-04-01,4.0,Peru
Hotel Golosone,La ubicación,2022-03-01,5.0,Ecuador
Hotel Golosone,tutto,2022-02-01,4.0,Italy
Hotel Golosone,Good,2022-02-01,3.5,Ecuador
Hotel Golosone,Wonderful,2022-02-01,4.5,Ecuador
Hotel Golosone,El desayuno muy bueno Poder pagar con tarjeta de crédito,2022-01-01,5.0,Ecuador
Hotel Golosone,Todo ordenado .muy bien atendidos . Un poco la bulla de los parlantes de anuncios para el restaurante .,2021-11-01,4.5,Ecuador
Hotel Golosone,Very Good,2020-02-01,4.0,Ecuador
Hotel Golosone,"La cortesía y la buena atención del personal, y por supuesto el exquisito 🍳☕desayuno que nos brindaron Todo excelente recomendado al 100%.",2020-02-01,5.0,Ecuador
Hotel Golosone,Fair,2020-02-01,2.5,Ecuador
Hotel Golosone,"Las piezas limpias y camas cómodas. El desayuno bueno con frutas, jugo natural y huevo revuelto. Problemas con los reuter para ver canales de televisión. Nos tuvieron que cambiar de pieza. A las Piezas le falta caja de seguridad y un minibar.",2020-02-01,4.0,Chile
Hotel Golosone,Very Good,2019-12-01,4.0,Ecuador
Hotel Golosone,Very Good,2020-01-01,4.0,Ecuador
Hotel Versailles,Wonderful,2022-10-01,4.5,United States of America
Hotel Versailles,Wonderful,2022-11-01,4.5,Ecuador
Hotel Versailles,Exceptional,2022-11-01,5.0,Ecuador
Hotel Versailles,Fair,2022-08-01,2.5,Italy
Hotel Versailles,- private parking,2022-11-01,3.0,Czech Republic
Hotel Versailles,Exceptional,2022-10-01,5.0,Ecuador
Hotel Versailles,"la habitación muy confortable y cálida en cuanto a la temperatura. El estacionamiento externo, me hubiera gustado que haya un parking cerrado.",2022-10-01,4.5,Ecuador
Hotel Versailles,"Ubicación Tuvieron una fiesta hasta las 3 de la mañana, no me entregaron mi factura y cada vez que llamo a pedirla una persona me contesta que están a full y me cuelga sin más ni más, pésima atención",2022-10-01,2.0,Ecuador
Hotel Versailles,Todo Nada,2022-10-01,5.0,Ecuador
Hotel Versailles,Very Good,2022-10-01,4.0,Ecuador
Hotel Versailles,precio instalaciones,2022-10-01,4.0,Ecuador
Hotel Versailles,Very Good,2022-10-01,4.0,Ecuador
Hotel Versailles,Todo limpio y ordenado Nada por el precio está todo perfecto,2022-10-01,4.5,Ecuador
Hotel Versailles,Exceptional,2022-09-01,5.0,Ecuador
Hotel Versailles,Habitaciones y la comida... excelente,2022-10-01,5.0,Ecuador
Hotel Versailles,Lejos de la ciudad y seguridad 1.- Cobran doble iva si pagas con tarjeta de crédito y es pésimo eso. 2.- Baño Peligroso ingresar a la tina de baño muy alto y puedes sufrir accidente. 3.- Deben cambiar los colchones de las camas muy viejos y duros,2022-10-01,0.5,Ecuador
Hotel Versailles,Lo pequeño de la hab,2022-09-01,2.5,Ecuador
Hotel Versailles,Muy limpio y confortable Solicite un día más y no me limpiaron la habitación,2022-09-01,4.0,Ecuador
Hotel Versailles,"Las instalaciones. El personal de limpieza ingresa a la habitación sin golpear, y sin verificar que al interior ya no hayan huéspedes.",2022-09-01,4.5,Ecuador
Hotel Versailles,Good,2022-09-01,3.5,Ecuador
Hostería El Tisaleño,"Personel, lokalizacja, zaangażowanie Brak ciepłej wody",2022-11-01,5.0,Poland
Hostería El Tisaleño,Spa e piscina muito relaxante.,2022-11-01,5.0,Brazil
Hostería El Tisaleño,"Es un lugar tranquilo, todo limpio, la piscina para los niños , buen internet Mejorar la seguridad de las puertas  mejores almuhadas",2022-11-01,4.0,Ecuador
Hostería El Tisaleño,Exceptional,2022-09-01,5.0,Ecuador
Hostería El Tisaleño,Very Good,2022-09-01,4.0,Ecuador
Hostería El Tisaleño,Exceptional,2022-09-01,5.0,Ecuador
Hostería El Tisaleño,Excelente atención. Muy amables.,2022-08-01,4.0,Ecuador
Hostería El Tisaleño,"La atención excelente, muy serviciales La tranquilidad",2022-08-01,4.0,Ecuador
Hostería El Tisaleño,Exceptional,2022-08-01,5.0,Ecuador
Hostería El Tisaleño,Exceptional,2022-08-01,5.0,Ecuador
Hostería El Tisaleño,"Billigt, nem afgang med bil. Sparsom og ringe morgenmad. Både udvalg og kvalitet kan forbedres.  Meget støj om natten fra vejen og hunde der gøer.",2022-07-01,2.5,Denmark
Hostería El Tisaleño,cómoda cerca de la autopista,2022-08-01,4.5,United States of America
Hostería El Tisaleño,"Cadre sympathique et bien aménagé.
Espace piscine agréable. 
Gentillesse et disponibilité à l'accueil. Dans l'optique du voyage durable nous aurions préféré des couverts réutilisables.",2022-07-01,4.5,France
Hostería El Tisaleño,"El personal es muy atento y el alojamiento estaba en general bien. Está ubicado en la carretera a Riobamba, lo cual es practico de viaje, para no pasar por el centro de Ambato. Hay detalles que se deberían mejorar, como tener jabón y shampoo en las habitaciones, corregir las cerraduras de la puerta, tener unas tomas de corriente correctas.",2022-07-01,4.0,Ecuador
Hostería El Tisaleño,Good,2022-05-01,3.5,United States of America
Hostería El Tisaleño,muy cómodo y bonito Sin comentarios,2022-05-01,5.0,Ecuador
Hostería El Tisaleño,Very Good,2022-05-01,4.0,Ecuador
Hostería El Tisaleño,"The owner so nice and help full
The location its great go to.chimbarazo
Wonderful
",2022-05-01,4.5,Indonesia
Hostería El Tisaleño,"la relación calidad precio, muy buen desayuno , personal amable falta equipamiento en el baño y aseo en el jacuzzi pero yo siento que están invirtiendo aún les falta cosas pero lo intentan eso hay que valorar pero deben tratar de mejorar aspectos básicos",2022-05-01,3.5,Ecuador
Hostería El Tisaleño,Very Good,2022-03-01,4.0,Ecuador
Nápoles Emperador II,Exceptional,2022-12-01,5.0,Ecuador
Nápoles Emperador II,Good,2022-11-01,3.5,Spain
Nápoles Emperador II,Gracias por la atención y el recuerdo de Ambato que me regalarla Señora de la recepción !!!!,2022-11-01,5.0,Colombia
Nápoles Emperador II,Wonderful,2022-11-01,4.5,Ecuador
Nápoles Emperador II,La ubicación cerca al parque principal mercado sector bancario El baño porque faltan accesorios de baño una mejor cortina de tela que me gustó porque así las lavan y todo impecable pero pueden mejorar su calidad. El bañito deben regular mejor el agua  caliente porque incómoda esperar en el frío que se atempera,2022-11-01,4.5,Ecuador
Nápoles Emperador II,Bien ubicado y habitación organizada. Sería muy bueno tener un horario límite para ruidos. Eso realmente fue incómodo.,2022-11-01,4.0,Brazil
Nápoles Emperador II,Very Good,2022-10-01,4.0,Ecuador
Nápoles Emperador II,Pleasant,2022-10-01,3.0,Spain
Nápoles Emperador II,Wonderful,2022-10-01,4.5,Ecuador
Nápoles Emperador II,Exceptional,2022-10-01,5.0,Ecuador
Nápoles Emperador II,El precio Todo estuvo adecuado,2022-10-01,5.0,Ecuador
Nápoles Emperador II,Good,2022-10-01,3.5,Ecuador
Nápoles Emperador II,Disappointing,2022-09-01,2.0,Peru
Nápoles Emperador II,Wonderful,2022-09-01,4.5,Ecuador
Nápoles Emperador II,"Buena ubicación para quedarse en el centro de la ciudad. LOS VALORES DESCRITOS EN BOOKING SON POR DIA, NO POR NOCHE DE HOSPEDAJE. SOLICITE QUEDARNOS PARA PASAR LA NOCHE DEL JUEVES AL VIERNES, Y NOS COBRARON AL INGRESO DEL JUEVES Y EL INGRESO DEL VIERNES TAMBIEN EL VALOR.",2022-09-01,1.5,Ecuador
Nápoles Emperador II,El parqueadero quedaba a dos cuadras. Había que pagar un extra por parqueadero y si te pasa de la hora te cobran 75 cvos por hora,2022-09-01,2.5,Ecuador
Nápoles Emperador II,Wonderful,2022-08-01,4.5,Ecuador
Nápoles Emperador II,que estaba en el centro de Ambato la entrada  sabanas manchadas ruido y timbre en la madrugada,2022-08-01,1.5,Ecuador
Nápoles Emperador II,"la ubicación muy bien, cerca de todo el centro y acceso a buses y taxis.
el personal muy amable, nos trataron muy bien sobre todo la señora.
la cama muy confortable y el lugar estaba limpio. Bien para ir a hospedarse por trabajo pocos días. quizás hay mucha conexión con las otras habitaciones y  no hay tanta privacidad, pero como fuimos por trabajo estuvo muy bien. El personal es muy amable y nos cambiaron a una habitación con menos ruido pero el baño era muy incomodo. lo demás estuvo muy bien.",2022-08-01,4.0,Ecuador
Nápoles Emperador II,Wonderful,2022-08-01,4.5,Ecuador
Hotel Mary Carmen,"La señorita recepcionista me hizo cancelar por una habitación no utilizada, por educación le cancele, eso no se debe hacer.",2022-11-01,2.5,Ecuador
Hotel Mary Carmen,Exceptional,2022-08-01,5.0,Ecuador
Hotel Mary Carmen,Very Good,2022-10-01,4.0,Ecuador
Hotel Mary Carmen,La gente de servicios es genial. 👌👌,2022-09-01,4.0,Ecuador
Hotel Mary Carmen,Todo,2022-08-01,4.5,Ecuador
Hotel Mary Carmen,Exceptional,2022-07-01,5.0,United States of America
Hotel Mary Carmen,"Opcion unica para el desayuno
Una linda vista al parque En general, esperaba un poco mas",2022-04-01,3.5,Peru
Hotel Mary Carmen,Very Good,2022-03-01,4.0,Ecuador
Hotel Mary Carmen,"Ubicación central, personal amable, instalaciones en buen estado, parqueadero en subsuelo, desayuno aceptable. El agua caliente demora en salir, la habitación un poco oscura. Lo demás está bien. El gimnasio puede mejorar en equipamiento, sin embargo hay algo",2022-03-01,4.5,Ecuador
Hotel Mary Carmen,Wonderful,2022-03-01,4.5,United States of America
Hotel Mary Carmen,Very Good,2021-12-01,4.0,Ecuador
Hotel Mary Carmen,"Buen desayuno y la atención.
Muy buena ubicación, se halla en pleno centro de Ambato Se tardaron mucho para el check out. Los instalaciones de la luz sonaban cuando estaba apagadas",2021-09-01,4.0,Ecuador
Hotel Mary Carmen,"excelente desayuno, y muy buena ubicacion.",2021-09-01,4.5,Ecuador
Hotel Mary Carmen,El ambiente Todo estuvo muy bien,2021-08-01,4.5,Ecuador
Hotel Mary Carmen,Bien ubicado y precio competitivo,2021-07-01,4.0,Ecuador
Hotel Mary Carmen,Exceptional,2021-07-01,5.0,Ecuador
Hotel Mary Carmen,Wonderful,2021-05-01,4.5,Ecuador
Hotel Mary Carmen,Exceptional,2021-05-01,5.0,Ecuador
Hotel Mary Carmen,El sitio. Nada estuvo mal.,2021-04-01,5.0,Ecuador
Hotel Mary Carmen,"LA UBICACION, TOALLAS VIEJAS EN MAL ESTADO, EL PERSONAL NO SE CUIDA CON LAS PROTECCIONES DE BIOSEGRIDAD PUES PERMANECEN SIN TAPABOCAS, EL AGUA CALIENTE DE LA DUCHA NO FUNSIONA EN NINGUN MOMENTO, HABITACIÓN RUIDOSA Y SE FILTRA TODA LA LUZ DE LA CALLE, NO SE PUEDE DORMIR BIEN ASI",2021-04-01,2.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,"La ubicación es espectacular, la anfitriona muy gentil, y la habitación de calidad",2022-10-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,ubicación nada todo muy bien,2022-07-01,4.5,Guatemala
Ambato-Miraflores Lujoso Apartamento,La amabilidad y la preocupacion de la dueña si necesito alguna cosa Todo estuvo excelente,2022-05-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,"Los detalles de las amenidades (frutas para la recepción, el te de frutas, implementos de baño y aseo personal de calidad, los implementos de cocina) el departamento espacioso, el edificio seguro y la zona excepcional! Se escucha mucho el ruido de la calle en la noche aun con las ventanas cerradas (por la zona hay varios locales de comida y bebida). Estaría bien completar en la cocina con algunos cuchillos de corte y mejorar la batería de ollas y sartenes (algunos no funcionan en la cocina de inducción) Tal vez una llave adicional para la entrada cuando son varias las personas que utilizan el departamento.",2022-05-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,"el lugar espectacular, moderno amplio y limpio, la ubicación inmejorable, al estar en un 4to piso no hubo ni ruidos ni molestias, perfecto para descansar cómodamente, equipado con todo lo que se necesita, las duchas con agua caliente todo el tiempo, la atención de la anfitriona espectacular, me recibieron con varias cortesías, definitivamente volveré a hospedarme ahí cuando esté de vuelta en Ambato!",2022-05-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,Todo,2022-05-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,La ubicación buena. El agua caliente escasa. Nos bañamos en agua helada.,2022-05-01,2.5,Ecuador
Ambato-Miraflores Lujoso Apartamento,Wonderful,2022-04-01,4.5,Ecuador
Ambato-Miraflores Lujoso Apartamento,Exceptional,2022-04-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,"La atencion de la anfitriona es espectacular y muy amable Todo estuvo espectacular,muy confortable,y muy amables",2022-04-01,5.0,Ecuador
Ambato-Miraflores Lujoso Apartamento,"The host was very friendly and keen to give us a lot of tourist advice, location wise is perfect, very safe and beautiful neighborhood, close to many things, city center, and also Ambato itself is close to many other pretty cities, the apartment was beyond expectations, super clean, everything new and on point! The views from the balcony were super pretty, bedding was soft and beds very comfy. On arrival we were received with water, fruit, and flowers at the apartment. Overall excellent 👌🏼
Best staying in Ambato 👌🏼
 Not being able to stay longer due to my schedule",2022-04-01,5.0,China
Instant Hotel - Mini Departamento,Very Good,2022-08-01,4.0,Ecuador
Instant Hotel - Mini Departamento,Nice place Todo,2022-08-01,5.0,Ecuador
Instant Hotel - Mini Departamento,Exceptional,2022-08-01,5.0,Ecuador
Instant Hotel - Mini Departamento,"Lugar céntrico, cerca de tiendas y restaurantes. Los dueños son personas muy amables y hospitalarias.",2022-07-01,5.0,Ecuador
Instant Hotel - Mini Departamento,Great. Very comfortable. Nice people.,2022-07-01,5.0,Ecuador
Instant Hotel - Mini Departamento,Very Good,2022-08-01,4.0,Ecuador
Instant Hotel - Mini Departamento,Nice place Todo,2022-08-01,5.0,Ecuador
Instant Hotel - Mini Departamento,Exceptional,2022-08-01,5.0,Ecuador
Instant Hotel - Mini Departamento,"Lugar céntrico, cerca de tiendas y restaurantes. Los dueños son personas muy amables y hospitalarias.",2022-07-01,5.0,Ecuador
Instant Hotel - Mini Departamento,Great. Very comfortable. Nice people.,2022-07-01,5.0,Ecuador
Fernando's apartment,Wonderful,2022-11-01,4.5,Ecuador
Fernando's apartment,"La vista desde la terraza, se ve todo el centro de la ciudad. Hermosa panorámica",2022-07-01,5.0,Ecuador
Fernando's apartment,"todo muy limpio
cama cómoda y sencilla 
excelente calidad precio 
Fernando muy amable nos ayudo bastante",2022-07-01,5.0,Ecuador
Fernando's apartment,si no había wifi,2022-05-01,4.0,Ecuador
Fernando's apartment,Wonderful,2022-05-01,4.5,Ecuador
Fernando's apartment,"Warmes Wasser in Dusche und Waschbecken . Bequemes Bett. Beschreibung in einigen Punkten nicht zutreffend! Wohnung im 3. Stockwerk (Treppenhaus- ohne Fahrstuhl), keine Küchenzeile/ nur Spülbecken, Mülleimer nur im Bad. Kein Stuhl und Tisch.",2022-04-01,3.5,Germany
Fernando's apartment,Wonderful,2022-11-01,4.5,Ecuador
Fernando's apartment,"La vista desde la terraza, se ve todo el centro de la ciudad. Hermosa panorámica",2022-07-01,5.0,Ecuador
Fernando's apartment,"todo muy limpio
cama cómoda y sencilla 
excelente calidad precio 
Fernando muy amable nos ayudo bastante",2022-07-01,5.0,Ecuador
Fernando's apartment,si no había wifi,2022-05-01,4.0,Ecuador
Fernando's apartment,Wonderful,2022-05-01,4.5,Ecuador
Fernando's apartment,"Warmes Wasser in Dusche und Waschbecken . Bequemes Bett. Beschreibung in einigen Punkten nicht zutreffend! Wohnung im 3. Stockwerk (Treppenhaus- ohne Fahrstuhl), keine Küchenzeile/ nur Spülbecken, Mülleimer nur im Bad. Kein Stuhl und Tisch.",2022-04-01,3.5,Germany
Rincón Familiar Hostel Boutique,Wonderful,2022-12-01,4.5,United States of America
Rincón Familiar Hostel Boutique,"The location, reception , room and building in general were fantastic.   The desk staff helped with transportation, and flexability to get breakfast.  The old colonial elements to the building really made a huge difference to me as I love old historic buildings and this one fit the bill.
Great Hotel and a Great Staff.
 HEAT.   Had only one luke warm short shower which turned to frigid.    The rest were frigid.    There also was no heating and that made a difference which cool nights this time of the year although this was less of an issue being in Equador.",2022-12-01,4.0,United States of America
