,link,tipo,fecha_view,nombre_id,precio,direccion,puntuacion,descripcion,calficacion_tx,sitio_web,ciudad
10,https://www.tripadvisor.com///Hotel_Review-g677335-d10061641-Reviews-Gran_Hotel_Napoleon-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Gran Hotel Napoleon,43.5,"Rocafuerte 10-45 Lalama, Ambato 180150 Ecuador",3.0,"Gran Hotel is located in central Ambato, 50 meters from the Medalla Milagrosa Church. The hotel features free WiFi and an events venue. Rooms feature modern decor, a flat-screen TV and a private bathroom.",Average,https://www.tripadvisor.com///Hotel_Review-g677335-d10061641-Reviews-Gran_Hotel_Napoleon-Ambato_Tungurahua_Province.html,ambato
11,https://www.tripadvisor.com///Hotel_Review-g677335-d4542977-Reviews-Hotel_Boutique_Mary_Carmen-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel Boutique Mary Carmen,88.5,"Av. Cevallos y Martinez esquina Frente al parque Cevallos, Ambato 180150 Ecuador",4.0,"BOUTIQUE HOTEL MARY CARMEN ""located in the central and commercial town Jardin del Ecuador Ambato, makes your consideration our spacious and modern facilities for those who visit us enjoy doing business, or with their families for tourism and leisure. We are the first theme hotel in the center of the country that has the same first technology which meets the hotel standards worldwide, with total comfort and convenience. Our 51 suits offer comfort of excellence, with a typological decoration that provides a warm, elegant and comfortable for our guests satisfaction from environment. We look forward to this: ""Your House in Ambato""",Very good,https://www.tripadvisor.com///Hotel_Review-g677335-d4542977-Reviews-Hotel_Boutique_Mary_Carmen-Ambato_Tungurahua_Province.html,ambato
12,https://www.tripadvisor.com///Hotel_Review-g677335-d17522705-Reviews-Hotel_La_Algodonera-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel La Algodonera,55.5,"Lizardo Ruiz Eloy Alfaro, Ambato 180101 Ecuador",5.0,"Situated in Ambato, 49 km from Tarabita Cable Car, Hotel La Algodonera features accommodation with a restaurant, free private parking and a bar. This 3-star hotel offers a concierge service.",Excellent,https://www.tripadvisor.com///Hotel_Review-g677335-d17522705-Reviews-Hotel_La_Algodonera-Ambato_Tungurahua_Province.html,ambato
13,https://www.tripadvisor.com///Hotel_Review-g677335-d21078818-Reviews-Hotel_International_Prestige-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel International Prestige,35.5,"Izamba, Urbanizacion Aeropuerto, Calles Che Guevara y Jose Artigas Hotel Prestige, Ambato 180110 Ecuador",5.0,"Resort Prestige International maintains in its architecture the modern and functional characteristics of a first class lodging establishment. Our hotel has 4 floors, made up of 40 spacious and modern rooms. On the first floor is the wet area, which has indoor and outdoor pools of temperate water, climate, polar, sauna, Turkish, whirlpool and a pleasant hall for meetings and recreation.",Excellent,https://www.tripadvisor.com///Hotel_Review-g677335-d21078818-Reviews-Hotel_International_Prestige-Ambato_Tungurahua_Province.html,ambato
14,https://www.tripadvisor.com///Hotel_Review-g677335-d14919635-Reviews-Hotel_Golosone-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel Golosone,52.5,"Avenida Ruminahui Av Pichincha, Ambato 180150 Ecuador",3.0,"Set in Ambato, 47 km from Tarabita Cable Car, Hotel Golosone offers accommodation with a restaurant, free private parking and a garden.",Average,https://www.tripadvisor.com///Hotel_Review-g677335-d14919635-Reviews-Hotel_Golosone-Ambato_Tungurahua_Province.html,ambato
15,https://www.tripadvisor.com///Hotel_Review-g677335-d17551039-Reviews-Hotel_Seny-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel Seny,42.0,"Av. Ruminahui y Av. Atahualpa, Ambato 180150 Ecuador",1.0,"Located in Ambato, 47 km from Tarabita Cable Car, Hotel Seny provides accommodation with free WiFi and free private parking. This 3-star hotel offers a concierge service.",Terrible,https://www.tripadvisor.com///Hotel_Review-g677335-d17551039-Reviews-Hotel_Seny-Ambato_Tungurahua_Province.html,ambato
17,https://www.tripadvisor.com///Hotel_Review-g677335-d7804138-Reviews-Hotel_Florida-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel Florida,77.0,"Av. Miraflores 11-31 Frente Al Colegio La Inmaculada, Ambato 180150 Ecuador",4.0,,Very good,https://www.tripadvisor.com///Hotel_Review-g677335-d7804138-Reviews-Hotel_Florida-Ambato_Tungurahua_Province.html,ambato
20,https://www.tripadvisor.com///Hotel_Review-g677335-d12311711-Reviews-Hotel_Dubai-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hotel Dubai,52.5,"Avenida Indoamerica y Avenida Indoamerica y Queretaro Km1 1/2 Frente a Hino, Ambato 180150 Ecuador",1.0,"Hotel Dubai is an excellent choice for travelers visiting Ambato, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Guest rooms offer a desk, and Hotel Dubai makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the small hotel, including a 24 hour front desk, room service, and newspaper. In addition, guests can enjoy a lounge during their visit. As an added convenience, there is free parking available to guests.Given the close proximity of popular landmarks, such as Cuernos de la Abundancia (1.9 mi) and Iglesia Barrio Solis (1.9 mi), guests of Hotel Dubai can easily experience some of Ambato's most well known attractions.Travelers looking for wine bars can head to Restaurante Manhattan Steak and Grill.There is no shortage of things to do in the area: explore popular parks such as Jardin Botanico Atocha-La Liria and Juan Benigno Vela Park.Enjoy your stay in Ambato!",Terrible,https://www.tripadvisor.com///Hotel_Review-g677335-d12311711-Reviews-Hotel_Dubai-Ambato_Tungurahua_Province.html,ambato
21,https://www.tripadvisor.com///Hotel_Review-g677335-d8323867-Reviews-Hosteria_EL_Tisaleno-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Hosteria EL Tisaleno,41.5,"Panamericana Sur Km 12, Ambato 180205 Ecuador",1.0,,Terrible,https://www.tripadvisor.com///Hotel_Review-g677335-d8323867-Reviews-Hosteria_EL_Tisaleno-Ambato_Tungurahua_Province.html,ambato
23,https://www.tripadvisor.com///Hotel_Review-g677335-d1628727-Reviews-Miraflores_Hotel-Ambato_Tungurahua_Province.html,hotel,2022-10-31,Miraflores Hotel,89.0,"Ave Miraflores 227, Ambato 180150 Ecuador",3.5,"Miraflores Hotel is an excellent choice for travelers visiting Ambato, offering many helpful amenities designed to enhance your stay.While staying at Miraflores Hotel, visitors can check out Cuernos de la Abundancia (1.5 mi) and Iglesia Barrio Solis (1.5 mi), some of Ambato's top attractions.You can take advantage of some of the amenities offered by Miraflores Hotel, including room service. In addition, guests can enjoy a lounge during their visit.If you’re looking for a cafe, consider a visit to Creme Brulee Chocolaterie, Chocolatte, or El Espigal, which are all conveniently located a short distance from Miraflores Hotel.If you are interested in exploring Ambato, check out some of the nearby attractions, such as Casa y Mausoleo de Juan Montalvo (1.0 mi), La Catedral de Ambato (1.0 mi), and Juan Benigno Vela Park (0.6 mi), all of which are within walking distance of Miraflores Hotel.Enjoy your stay in Ambato!",Very good,https://www.tripadvisor.com///Hotel_Review-g677335-d1628727-Reviews-Miraflores_Hotel-Ambato_Tungurahua_Province.html,ambato
24,https://www.tripadvisor.com///Hotel_Review-g677335-d9787746-Reviews-La_Kapital_Hotel-Ambato_Tungurahua_Province.html,hotel,2022-10-31,La Kapital Hotel,109.0,"Calle Olmedo y Lrancisco Flor Sector Miraflores, Ambato 180150 Ecuador",2.5,"Our hotel has the following services : • 32 themed rooms, fully furnished ( plasma TV , telephone, refrigerator - mini bar and private bathroom with jacuzzi) • Cable Satellite • Room Service • Lift and special service for disabled • parking for guests and clients • Internet - access throughout the hotel area • Restaurant and Bar with",Average,https://www.tripadvisor.com///Hotel_Review-g677335-d9787746-Reviews-La_Kapital_Hotel-Ambato_Tungurahua_Province.html,ambato
25,https://www.tripadvisor.com///Hotel_Review-g312857-d21308352-Reviews-Hotel_Casa_Santa_Lucia-Banos_Tungurahua_Province.html,hotel,2022-10-31,Hotel Casa Santa Lucia .,28.0,"Calle las Cantonizadoras 1, Banos 180301 Ecuador",5.0,"Santa Lucía es el sinónimo de una experiencia única y diferente de hospitalidad en la ciudad de Baños de Agua Santa , cada detalle visual y emocional, representa el compromiso del buen servicio y atención que tenemos para ofrecer a nuestros huéspedes. Una estadía en Santa Lucía es mucho más que una simple noche de descanso, es el espacio donde cada recuerdo se vuelve una vivencia con nosotros",Excellent,https://www.tripadvisor.com///Hotel_Review-g312857-d21308352-Reviews-Hotel_Casa_Santa_Lucia-Banos_Tungurahua_Province.html,ambato
26,https://www.tripadvisor.com///Hotel_Review-g1202654-d4456030-Reviews-Hostal_Taita_Cristobal-Isinlivi_Cotopaxi_Province.html,hotel,2022-10-31,Hostal Taita Cristobal,34.0,Isinlivi 050752 Ecuador,5.0,"We have coated wooden rooms to isolate him cold, wooden beds with ample blankets, all Ecuadorians beds have good quality orthopedic mattresses. Rooms from 1 person up to 6 people per room together. All in an atmosphere of comfort and tranquility for a good rest.",Excellent,https://www.tripadvisor.com///Hotel_Review-g1202654-d4456030-Reviews-Hostal_Taita_Cristobal-Isinlivi_Cotopaxi_Province.html,ambato
27,https://www.tripadvisor.com///Hotel_Review-g673262-d12139559-Reviews-Hacienda_El_Rejo-Machachi_Pichincha_Province.html,hotel,2022-10-31,Hacienda El Rejo,81.0,"Sector El Chilco, Barrio La Moya 3,4 kms de la Carretera Panamericana via Alterna a los Ilinizas, Machachi 170350 Ecuador",5.0,"Hacienda El Rejo is located in a pristine spot in the Central Andes Mountains, surrounded by 5 volcanoes you can experience the typical Ecuador Andean lifestyle. And the best food in our restaurant. At Hacienda El Rejo we focus and enjoy teaching our guests the lifestyle we grew up with. They'll be able to enjoy the traditional life of a Hacienda in the Ecuadorian Andes and enjoy an unforgettable experience with their families. There's activities and adventures for every family member. Our amazing food and service and the breathtaking views of the Andes will leave you wanting more.",Excellent,https://www.tripadvisor.com///Hotel_Review-g673262-d12139559-Reviews-Hacienda_El_Rejo-Machachi_Pichincha_Province.html,ambato
28,https://www.tripadvisor.com///Hotel_Review-g1202654-d643779-Reviews-Llullu_Llama_Mountain_Lodge-Isinlivi_Cotopaxi_Province.html,hotel,2022-10-31,Llullu Llama Mountain Lodge,53.5,Isinlivi 050752 Ecuador,5.0,"Set in the small village of Isinlivi, Llullu Llama Mountain Lodge is a small eco-friendly lodge situated right on Ecuador’s most famous trekking route, the Quilotoa Loop. Built in local style and in harmony with the community & environment, we offer cozy dorms, private rooms and comfortable garden cottages for the adventurous nature lover. Imagine far reaching mountain views at every moment, a cozy fireplace to keep you warm and light airy spaces to connect you to the outdoors. It’s hard to describe the unique atmosphere of Llullu Llama Mountain Lodge. Think of being cared for like you would be in the house of a friend, of a space to unwind and escape busy city life, of delicious locally sourced food…and the best sauna you can imagine!",Excellent,https://www.tripadvisor.com///Hotel_Review-g1202654-d643779-Reviews-Llullu_Llama_Mountain_Lodge-Isinlivi_Cotopaxi_Province.html,ambato
29,https://www.tripadvisor.com///Hotel_Review-g303849-d316138-Reviews-Hosteria_La_Andaluza-Riobamba_Chimborazo_Province.html,hotel,2022-10-31,Hosteria La Andaluza,131.0,"Panamericana Norte, Km. 16 via a Quito, Riobamba 060150 Ecuador",5.0,,Excellent,https://www.tripadvisor.com///Hotel_Review-g303849-d316138-Reviews-Hosteria_La_Andaluza-Riobamba_Chimborazo_Province.html,ambato
30,https://www.tripadvisor.com///Hotel_Review-g1061560-d7257491-Reviews-Hostal_El_Vaquero-Chugchilan_Cotopaxi_Province.html,hotel,2022-10-31,Hostal El Vaquero,30.5,"Barrio Goteras from the church of Chugchilan, follow up until ""Mi Buen Pan"" and take the left way for 3-4 min., Chugchilan CE05040 Ecuador",5.0,"The hostel El Vaquero offers single, twin, double and triple comfortable rooms included a 4 and 6 beds dorm to meet your every need. Each one is fully equipped with elegant wooden furnitures and private bathroom with hot shower. The hostel has a splendid view on the Quilotoa valley and a breathtaking scenery which can be seen on all sides. El Vaquero provides half board (incl. breakfast+dinner with vegetarian and vegan option), all made with local and organic products.",Excellent,https://www.tripadvisor.com///Hotel_Review-g1061560-d7257491-Reviews-Hostal_El_Vaquero-Chugchilan_Cotopaxi_Province.html,ambato
0,https://www.tripadvisor.com///Hotel_Review-g303845-d307411-Reviews-Oro_Verde_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Oro Verde Guayaquil,152.5,"Avenida 9 de Octubre 414 y Garcia Moreno, Guayaquil 090150 Ecuador",4.5,"Oro Verde Guayaquil, Member of Worldhotels offers an exquisite combination of European experience and Ecuadorian hospitality. Our full-service, downtown hotel offers the ultimate in sophistication and comfort for business and leisure travelers alike. Our hotel's superb location in the Guayaquil commercial and financial district means you are within walking distance of popular tourist attractions, entertainment and shopping as well as cultural and historical sites. The hotel is also just a quick eight-minute drive from the airport and offers complimentary transfers.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d307411-Reviews-Oro_Verde_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
1,https://www.tripadvisor.com///Hotel_Review-g303845-d307605-Reviews-Unipark_Hotel-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Unipark Hotel,97.5,"Clemente Ballén 406 y Chile, Guayaquil 090303 Ecuador",4.5,"See why so many travelers make Unipark by Oro Verde Hotels their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.Close to some of Guayaquil's most popular landmarks, such as Iglesia San Francisco (0.2 mi) and Captain Morgan's Pirate Ship (0.2 mi), Unipark by Oro Verde Hotels is a great destination for tourists.Unipark by Oro Verde Hotels is a family-friendly hotel offering a flat screen TV and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features a 24 hour front desk, a concierge, and room service. Plus, guests can enjoy a fitness center and a lounge, which have made this a popular choice among travelers visiting Guayaquil. For guests with a vehicle, free parking is available.While in Guayaquil be sure to experience local shrimp favorites at La Canoa, Caracol Azul, or Picanteria La Culata.Guayaquil is also known for some great gardens, including Botanical Garden of Guayaquil, Parque Seminario, and Jardines del Malecón Simón Bolíva, which are not too far from Unipark by Oro Verde Hotels.At Unipark by Oro Verde Hotels, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d307605-Reviews-Unipark_Hotel-Guayaquil_Guayas_Province.html,guayaquil
2,https://www.tripadvisor.com///Hotel_Review-g303845-d4499039-Reviews-Wyndham_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Wyndham Guayaquil,164.5,"Calle Numa Pompilio Llona s/n Ciudad del Rio - Puerto Santa Ana, Guayaquil 090303 Ecuador",4.5,"Located 4.8 Km (3 miles) away from Jose Joaquin de Olmedo International Airport, right next to the majestic Guayas River. The historical Santa Ana Hill and its famous Lighthouse, the amazing Malecon 2000 and the traditional Barrio Las Penas, are within a few minutes walking distance. It features a rooftop swimming pool, spa and a fitness center equipped with jacuzzis, steam bath, sauna and gym. Buffet breakfast is served daily at Rio Grande restaurant where you can enjoy a memorable river view.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d4499039-Reviews-Wyndham_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
3,https://www.tripadvisor.com///Hotel_Review-g303845-d12557509-Reviews-Radisson_Hotel_Guayaquil-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Radisson Hotel Guayaquil,122.0,"Avenida Gral. Francisco Bolona 503A Av. Gral. Francisco Boloña 503A y Calle Jorge Insua Hindro, Guayaquil 090510 Ecuador",4.5,"Situated on the north side of Guayaquil with quick access to shopping, medical offices and the airport, Radisson Hotel Guayaquil offers an ideal location for business travelers and vacationers. Take our free airport shuttle to the hotel, where you can refresh with a workout in our fitness center or a swim in the outdoor pool. Tour nearby Las Peñas and the art galleries at Santa Ana Hill, and then return for dining at our on-site Mangle Restaurant.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d12557509-Reviews-Radisson_Hotel_Guayaquil-Guayaquil_Guayas_Province.html,guayaquil
4,https://www.tripadvisor.com///Hotel_Review-g303845-d307403-Reviews-Grand_Hotel_Guayaquil_Ascend_Hotel_Collection-Guayaquil_Guayas_Province.html,hotel,2022-10-31,"Grand Hotel Guayaquil, Ascend Hotel Collection",104.0,"Boyaca 1615 y Clemente Ballen, Guayaquil 090307 Ecuador",4.5,"Experience the local flavor of the tropical gateway to lush Pacific beaches and the beautiful volcanic Galápagos Islands when you stay at the one-of-a-kind Grand Hotel Guayaquil, an Ascend Hotel Collection® Member.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d307403-Reviews-Grand_Hotel_Guayaquil_Ascend_Hotel_Collection-Guayaquil_Guayas_Province.html,guayaquil
5,https://www.tripadvisor.com///Hotel_Review-g303845-d3929337-Reviews-Holiday_Inn_Guayaquil_Airport-Guayaquil_Guayas_Province.html,hotel,2022-10-31,Holiday Inn Guayaquil Airport,127.0,"Ave. de Las américas Junto al Aeropuerto Internacional, Guayaquil 090150 Ecuador",4.5,Up scale full service property opened in July 2013 to cater corporate and leisure travelers lodging needs. Our service staff will extreme their efforts to always better serve you the Ecuadorian way.,Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d3929337-Reviews-Holiday_Inn_Guayaquil_Airport-Guayaquil_Guayas_Province.html,guayaquil
6,https://www.tripadvisor.com///Hotel_Review-g303845-d21160440-Reviews-River_Garden_Hotel_Suites-Guayaquil_Guayas_Province.html,hotel,2022-10-31,River Garden Hotel & Suites,131.5,"Malecon Simon Bolivar Avenue, Guayaquil 090313 Ecuador",5.0,"Located in Guayaquil, in front of Malecon 2000, River Garden Hotel + Suites provides accommodation with a restaurant, free private parking, a fitness centre and a bar. Featuring family rooms, this property also provides guests with a terrace. The accommodation offers a 24-hour front desk, a concierge service and organising tours for guests. At the hotel, each room is equipped with a wardrobe. At River Garden Hotel + Suites each room comes with a desk and a private bathroom. Guests at the accommodation can enjoy a continental or a buffet breakfast. River Garden Hotel + Suites offers a hot tub. Popular points of interest near the hotel include Saint Francis Church, Artisan Market Guayaquil and Botanical Garden. The nearest airport is José Joaquín de Olmedo International, 4 km from River Garden Hotel + Suites. The hotel offers in-out airport transportation as long as you request in advance.",Excellent,https://www.tripadvisor.com///Hotel_Review-g303845-d21160440-Reviews-River_Garden_Hotel_Suites-Guayaquil_Guayas_Province.html,guayaquil
